Ranking,Title,Type,Japanese,Aired,Episodes,Duration,Score,Source,Genres,Themes,Licensors,Producers,Rating,Status,Studios,Members
11859,Metamorphosis,Music,METAMORPHOSIS,21-Jun-09,1,3 min.,5.13,Music,None,MusicMusic,add some,"None found,add some",G - All Ages,Finished Airing,add some,346
11860,Ni-hiki no Sanma (1968),Movie,二匹のサンマ,1968,1,13 min.,5.13,Original,ComedyComedy,None,add some,"None found,add some",G - All Ages,Finished Airing,add some,487
11861,Ooatari Sora no Entaku,Movie,大当り空の円タク,22-Oct-32,1,10 min.,5.13,Original,ComedyComedy,None,add some,"None found,add some",G - All Ages,Finished Airing,add some,"1,031"
11862,Ougon no Hou: El Cantare no Rekishikan,Movie,黄金の法　エル・カンターレの歴史観,11-Oct-03,1,1 hr. 50 min.,5.13,Original,FantasyFantasy,HistoricalHistorical,add some,"None found,add some",PG - Children,Finished Airing,Group TAC,806
11863,Owari no Chronicle,Special,終わりのクロニクル,1-Apr-12,1,38 sec.,5.13,Light novel,"ActionAction,AdventureAdventure,FantasyFantasy,Sci-FiSci-Fi",None,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,add some,"3,331"
11864,Pastel Memories,TV,ぱすてるメモリーズ,"Jan 8, 2019 to Mar 26, 2019",12,24 min. per ep.,5.13,Game,"ActionAction,AdventureAdventure,Sci-FiSci-Fi",None,Sentai Filmworks,"MAGES.,FuRyu",PG-13 - Teens 13 or older,Finished Airing,Project No.9,"18,506"
11865,Potecco Babies,ONA,ポテッコベイビーズ,"May 17, 2010 to Sep 4, 2010",2,3 min. per ep.,5.13,Original,ComedyComedy,None,add some,"None found,add some",G - All Ages,Finished Airing,Shin-Ei Animation,423
11866,Prison Lab,ONA,監獄実験〈プリズンラボ〉,28-Dec-18,20,1 min. per ep.,5.13,Manga,HorrorHorror,PsychologicalPsychological,add some,Anime Beans,R - 17+ (violence & profanity),Finished Airing,add some,"3,983"
11867,Sin: The Movie,OVA,sin THE MOVIE,24-Oct-00,1,55 min.,5.13,Game,"ActionAction,HorrorHorror,Sci-FiSci-Fi,SupernaturalSupernatural",DetectiveDetective,ADV Films,"None found,add some",R - 17+ (violence & profanity),Finished Airing,Phoenix Entertainment,"4,975"
11868,Susume! Gachimuchi Sankyoudai,ONA,進め！ガチムチ３兄弟,2-Jun-10,1,3 min.,5.13,Unknown,ComedyComedy,None,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,TMS Entertainment,347
11869,Symphonic Variations,Music,シンフォニック・バリエーション,7-Jun-76,1,2 min.,5.13,Original,None,MusicMusic,add some,NHK,G - All Ages,Finished Airing,add some,349
11870,The Laughing Spider,Movie,笑う蜘蛛,2016,1,7 min.,5.13,Original,Avant GardeAvant Garde,None,add some,"None found,add some",R+ - Mild Nudity,Finished Airing,add some,270
11871,Toilet no Kuni,ONA,トイレのくに,28-May-15,1,1 min.,5.13,Original,None,MusicMusic,add some,"None found,add some",G - All Ages,Finished Airing,add some,291
11872,Tonari no Onigiri-kun,Special,となりのおにぎり君,"Aug 30, 2016 to Nov 1, 2016",3,18 sec. per ep.,5.13,Original,Slice of LifeSlice of Life,None,add some,"None found,add some",G - All Ages,Finished Airing,Studio Ghibli,"1,179"
11873,Zettai Shougeki: Platonic Heart Picture Drama,Special,絶対衝激 ~PLATONIC HEART~ ピクチャードラマ,"Nov 27, 2008 to Feb 25, 2009",4,8 min. per ep.,5.13,Original,"ActionAction,EcchiEcchi",Martial ArtsMartial Arts,add some,"Lantis,Studio Kikan",R+ - Mild Nudity,Finished Airing,Arms,"1,373"
11874,Akai Jitensha,Music,赤い自転車,4-Apr-99,1,2 min.,5.13,Original,None,MusicMusic,add some,NHK,G - All Ages,Finished Airing,add some,365
